# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant+splice_region_variant	variants_effect_exon_loss_variant+start_lost+splice_region_variant	variants_effect_frameshift_variant	variants_effect_frameshift_variant+missense_variant	variants_effect_frameshift_variant+splice_region_variant	variants_effect_frameshift_variant+start_lost	variants_effect_frameshift_variant+start_lost+splice_region_variant	variants_effect_frameshift_variant+stop_gained	variants_effect_frameshift_variant+stop_gained+synonymous_variant	variants_effect_frameshift_variant+stop_lost+splice_region_variant	variants_effect_frameshift_variant+synonymous_variant	variants_effect_inframe_deletion	variants_effect_inframe_insertion	variants_effect_missense_variant	variants_effect_missense_variant+disruptive_inframe_deletion	variants_effect_missense_variant+inframe_deletion	variants_effect_splice_region_variant+stop_retained_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost+inframe_deletion+splice_region_variant	variants_effect_stop_lost+splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant	bases_affected_DOWNSTREAM	total_score_DOWNSTREAM	length_DOWNSTREAM	bases_affected_EXON	total_score_EXON	length_EXON	bases_affected_SPLICE_SITE_REGION	total_score_SPLICE_SITE_REGION	length_SPLICE_SITE_REGION	bases_affected_TRANSCRIPT	total_score_TRANSCRIPT	length_TRANSCRIPT	bases_affected_UPSTREAM	total_score_UPSTREAM	length_UPSTREAM
SAOUHSC_00670	SAOUHSC_00670	YP_499229.1		0	5	0	64	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	33	31	0	5000	5	0	1008	0	0	0	0	0	0	33	0	5000
SAOUHSC_00671	SAOUHSC_00671	YP_499230.1		0	1	1	56	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	21	35	0	5000	2	0	798	0	0	0	0	0	0	21	0	5000
SAOUHSC_00672	SAOUHSC_00672	YP_499231.1		0	3	0	57	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	32	25	0	5000	3	0	645	0	0	0	0	0	0	32	0	5000
SAOUHSC_00673	SAOUHSC_00673	YP_499232.1		2	7	2	52	0	26	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	26	26	0	5000	11	0	2151	0	0	0	0	0	0	26	0	5000
SAOUHSC_00674	SAOUHSC_00674	YP_499233.1		0	0	1	47	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21	26	0	5000	1	0	426	0	0	0	0	0	0	21	0	5000
SAOUHSC_00675	SAOUHSC_00675	YP_499234.1		0	1	0	45	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	24	0	5000	1	0	717	0	0	0	0	0	0	21	0	5000
SAOUHSC_00676	SAOUHSC_00676	YP_499235.1		0	4	2	37	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	19	18	0	5000	6	0	474	0	0	0	0	0	0	19	0	5000
SAOUHSC_00677	SAOUHSC_00677	YP_499236.1		0	1	0	40	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	14	0	5000	1	0	117	0	0	0	0	0	0	26	0	5000
SAOUHSC_00678	SAOUHSC_00678	YP_499237.1		0	2	0	39	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	25	14	0	5000	2	0	645	0	0	0	0	0	0	25	0	5000
SAOUHSC_00679	SAOUHSC_00679	YP_499238.1		0	4	1	35	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	30	5	0	5000	5	0	867	0	0	0	0	0	0	30	0	5000
SAOUHSC_00680	SAOUHSC_00680	YP_499239.1		0	0	0	38	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	4	0	5000	0	0	0	0	0	0	0	0	0	34	0	5000
SAOUHSC_00681	SAOUHSC_00681	YP_499240.1		0	2	0	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	33	2	0	5000	2	0	1221	0	0	0	0	0	0	33	0	5000
SAOUHSC_00682	SAOUHSC_00682	YP_499241.1		0	0	0	31	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	5	0	5000	0	0	0	0	0	0	0	0	0	26	0	5000
SAOUHSC_00683	SAOUHSC_00683	YP_499242.1		0	0	0	40	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	25	0	5000	0	0	0	0	0	0	0	0	0	15	0	5000
SAOUHSC_00684	SAOUHSC_00684	YP_499243.1		0	0	0	42	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	18	0	5000	0	0	0	0	0	0	0	0	0	24	0	5000
SAOUHSC_00685	SAOUHSC_00685	YP_499244.1		0	0	0	32	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	18	0	5000	0	0	0	0	0	0	0	0	0	14	0	5000
SAOUHSC_00686	SAOUHSC_00686	YP_499245.1		0	0	0	36	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	22	0	5000	0	0	0	0	0	0	0	0	0	14	0	5000
SAOUHSC_00687	SAOUHSC_00687	YP_499246.1		0	0	0	32	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	22	0	5000	0	0	0	0	0	0	0	0	0	10	0	5000
SAOUHSC_00688	SAOUHSC_00688	YP_499247.1		0	0	0	31	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	5	0	5000	0	0	0	0	0	0	0	0	0	26	0	5000
SAOUHSC_00689	SAOUHSC_00689	YP_499248.1		0	0	0	37	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	4	0	5000	0	0	0	0	0	0	0	0	0	33	0	5000
SAOUHSC_00690	SAOUHSC_00690	YP_499249.1		0	0	0	38	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	3	0	5000	0	0	0	0	0	0	0	0	0	35	0	5000
SAOUHSC_00691	SAOUHSC_00691	YP_499250.1		0	8	3	30	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	26	4	0	5000	11	0	876	0	0	0	0	0	0	26	0	5000
SAOUHSC_00692	SAOUHSC_00692	YP_499251.1		0	3	6	39	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	15	24	0	5000	9	0	1632	0	0	0	0	0	0	15	0	5000
SAOUHSC_00693	SAOUHSC_00693	YP_499252.1		0	8	4	40	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	22	18	0	5000	12	0	1674	0	0	0	0	0	0	22	0	5000
SAOUHSC_00694	SAOUHSC_00694	YP_499253.1		0	1	0	55	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	34	0	5000	1	0	444	0	0	0	0	0	0	21	0	5000
SAOUHSC_00695	SAOUHSC_00695	YP_499254.1		0	1	4	47	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	31	16	0	5000	5	0	927	0	0	0	0	0	0	31	0	5000
SAOUHSC_00696	SAOUHSC_00696	YP_499255.1		0	3	1	37	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	25	12	0	5000	4	0	909	0	0	0	0	0	0	25	0	5000
SAOUHSC_00697	SAOUHSC_00697	YP_499256.1		0	0	1	34	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	23	11	0	5000	1	0	288	0	0	0	0	0	0	23	0	5000
SAOUHSC_00698	SAOUHSC_00698	YP_499257.1		0	3	3	29	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	24	5	0	5000	6	0	1554	0	0	0	0	0	0	24	0	5000
SAOUHSC_00699	SAOUHSC_00699	YP_499258.1		0	2	2	33	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	18	15	0	5000	4	0	1374	0	0	0	0	0	0	18	0	5000
SAOUHSC_00700	SAOUHSC_00700	YP_499259.1		0	0	0	31	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	0	5000	0	0	0	0	0	0	0	0	0	15	0	5000
SAOUHSC_00701	SAOUHSC_00701	YP_499260.1		0	0	0	31	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	0	5000	0	0	0	0	0	0	0	0	0	15	0	5000
SAOUHSC_00702	SAOUHSC_00702	YP_499261.1		0	0	0	27	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	12	0	5000	0	0	0	0	0	0	0	0	0	15	0	5000
SAOUHSC_00703	SAOUHSC_00703	YP_499262.1		0	0	1	47	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	37	0	5000	1	0	1167	0	0	0	0	0	0	10	0	5000
SAOUHSC_00704	SAOUHSC_00704	YP_499263.1		0	1	1	48	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	5	43	0	5000	2	0	453	0	0	0	0	0	0	5	0	5000
SAOUHSC_00705	SAOUHSC_00705	YP_499264.1		0	0	0	57	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	50	0	5000	0	0	0	0	0	0	0	0	0	7	0	5000
SAOUHSC_00706	SAOUHSC_00706	YP_499265.1		0	3	1	54	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	11	43	0	5000	4	0	765	0	0	0	0	0	0	11	0	5000
SAOUHSC_00707	SAOUHSC_00707	YP_499266.1		0	0	0	58	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	43	0	5000	0	0	0	0	0	0	0	0	0	15	0	5000
SAOUHSC_00708	SAOUHSC_00708	YP_499267.1		0	22	5	36	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	22	15	21	0	5000	27	0	1959	0	0	0	0	0	0	15	0	5000
SAOUHSC_00710	SAOUHSC_00710	YP_499269.1		0	8	4	53	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	43	10	0	5000	12	0	1182	0	0	0	0	0	0	43	0	5000
SAOUHSC_00711	SAOUHSC_00711	YP_499270.1		0	1	0	54	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42	12	0	5000	1	0	1350	0	0	0	0	0	0	42	0	5000
SAOUHSC_00712	SAOUHSC_00712	YP_499271.1		0	1	1	66	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	45	21	0	5000	2	0	840	0	0	0	0	0	0	45	0	5000
SAOUHSC_00713	SAOUHSC_00713	YP_499272.1		0	1	1	57	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	32	25	0	5000	2	0	984	0	0	0	0	0	0	32	0	5000
SAOUHSC_00714	SAOUHSC_00714	YP_499273.1		0	1	2	44	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	25	19	0	5000	3	0	1056	0	0	0	0	0	0	25	0	5000
SAOUHSC_00715	SAOUHSC_00715	YP_499274.1		0	0	0	41	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	11	0	5000	0	0	0	0	0	0	0	0	0	30	0	5000
SAOUHSC_00716	SAOUHSC_00716	YP_499275.1		0	0	0	44	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	10	0	5000	0	0	0	0	0	0	0	0	0	34	0	5000
SAOUHSC_00717	SAOUHSC_00717	YP_499276.1		0	1	5	44	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	32	12	0	5000	6	0	441	0	0	0	0	0	0	32	0	5000
SAOUHSC_00718	SAOUHSC_00718	YP_499277.1		0	1	1	53	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	32	21	0	5000	2	0	585	0	0	0	0	0	0	32	0	5000
SAOUHSC_00719	SAOUHSC_00719	YP_499278.1		0	3	0	51	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	28	23	0	5000	3	0	714	0	0	0	0	0	0	28	0	5000
SAOUHSC_00720	SAOUHSC_00720	YP_499279.1		0	3	0	51	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	25	26	0	5000	3	0	420	0	0	0	0	0	0	25	0	5000
SAOUHSC_00721	SAOUHSC_00721	YP_499280.1		0	0	0	56	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	27	0	5000	0	0	0	0	0	0	0	0	0	29	0	5000
SAOUHSC_00722	SAOUHSC_00722	YP_499281.1		0	4	1	51	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	25	26	0	5000	5	0	594	0	0	0	0	0	0	25	0	5000
SAOUHSC_00723	SAOUHSC_00723	YP_499282.1		0	6	4	54	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	30	24	0	5000	10	0	1152	0	0	0	0	0	0	30	0	5000
SAOUHSC_00724	SAOUHSC_00724	YP_499283.1		0	2	3	57	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	37	20	0	5000	5	0	609	0	0	0	0	0	0	37	0	5000
SAOUHSC_00725	SAOUHSC_00725	YP_499284.1		0	2	0	48	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	31	17	0	5000	2	0	207	0	0	0	0	0	0	31	0	5000
SAOUHSC_00726	SAOUHSC_00726	YP_499285.1		0	0	0	52	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	19	0	5000	0	0	0	0	0	0	0	0	0	33	0	5000
SAOUHSC_00727	SAOUHSC_00727	YP_499286.1		0	2	0	49	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	21	0	5000	2	0	1005	0	0	0	0	0	0	28	0	5000
SAOUHSC_00728	SAOUHSC_00728	YP_499287.1		0	11	0	47	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	29	18	0	5000	11	0	1941	0	0	0	0	0	0	29	0	5000
SAOUHSC_00729	SAOUHSC_00729	YP_499289.1		0	5	1	33	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	20	13	0	5000	6	0	1884	0	0	0	0	0	0	20	0	5000
SAOUHSC_00730	SAOUHSC_00730	YP_499290.1		0	9	1	32	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	22	10	0	5000	10	0	1782	0	0	0	0	0	0	22	0	5000
SAOUHSC_00731	SAOUHSC_00731	YP_499291.1		0	0	1	35	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	11	0	5000	1	0	978	0	0	0	0	0	0	24	0	5000
SAOUHSC_00732	SAOUHSC_00732	YP_499292.1		0	1	0	33	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	16	0	5000	1	0	1515	0	0	0	0	0	0	17	0	5000
SAOUHSC_00733	SAOUHSC_00733	YP_499293.1		0	0	2	29	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	14	0	5000	2	0	1059	0	0	0	0	0	0	15	0	5000
SAOUHSC_00734	SAOUHSC_00734	YP_499294.1		0	0	0	26	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	16	0	5000	0	0	0	0	0	0	0	0	0	10	0	5000
SAOUHSC_00735	SAOUHSC_00735	YP_499295.1		0	0	1	23	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	13	0	5000	1	0	99	0	0	0	0	0	0	10	0	5000
SAOUHSC_00736	SAOUHSC_00736	YP_499296.1		0	0	1	24	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	11	0	5000	1	0	918	0	0	0	0	0	0	13	0	5000
SAOUHSC_00737	SAOUHSC_00737	YP_499297.1		0	1	4	19	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	12	7	0	5000	5	0	102	0	0	0	0	0	0	12	0	5000
SAOUHSC_00738	SAOUHSC_00738	YP_499298.1		0	1	0	24	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	17	0	5000	1	0	1506	0	0	0	0	0	0	7	0	5000
SAOUHSC_00739	SAOUHSC_00739	YP_499299.1		0	0	0	22	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	15	0	5000	0	0	0	0	0	0	0	0	0	7	0	5000
SAOUHSC_00740	SAOUHSC_00740	YP_499300.1		0	3	0	21	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	14	0	5000	3	0	735	0	0	0	0	0	0	7	0	5000
SAOUHSC_00742	SAOUHSC_00742	YP_499302.1		0	1	0	23	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	9	0	5000	1	0	2166	0	0	0	0	0	0	14	0	5000
SAOUHSC_00744	SAOUHSC_00744	YP_499304.1		0	0	1	14	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	10	0	5000	1	0	105	0	0	0	0	0	0	4	0	5000
SAOUHSC_00745	SAOUHSC_00745	YP_499305.1		0	1	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	8	0	5000	1	0	156	0	0	0	0	0	0	7	0	5000
SAOUHSC_00746	SAOUHSC_00746	YP_499306.1		0	1	0	24	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	16	0	5000	1	0	972	0	0	0	0	0	0	8	0	5000
SAOUHSC_00747	SAOUHSC_00747	YP_499307.1		0	1	2	20	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	6	14	0	5000	3	0	957	0	0	0	0	0	0	6	0	5000
SAOUHSC_00748	SAOUHSC_00748	YP_499308.1		0	0	1	22	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	13	0	5000	1	0	762	0	0	0	0	0	0	9	0	5000
SAOUHSC_00749	SAOUHSC_00749	YP_499309.1		0	1	0	25	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	16	0	5000	1	0	1029	0	0	0	0	0	0	9	0	5000
SAOUHSC_00751	SAOUHSC_00751	YP_499310.1		0	0	0	30	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	11	0	5000	0	0	0	0	0	0	0	0	0	19	0	5000
SAOUHSC_00753	SAOUHSC_00753	YP_499312.1		0	2	2	23	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	11	12	0	5000	4	0	519	0	0	0	0	0	0	11	0	5000
SAOUHSC_00754	SAOUHSC_00754	YP_499313.1		0	0	0	29	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	12	0	5000	0	0	0	0	0	0	0	0	0	17	0	5000
SAOUHSC_00755	SAOUHSC_00755	YP_499314.1		0	0	0	28	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15	0	5000	0	0	0	0	0	0	0	0	0	13	0	5000
SAOUHSC_00756	SAOUHSC_00756	YP_499315.1		0	2	0	28	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	13	0	5000	2	0	1125	0	0	0	0	0	0	15	0	5000
SAOUHSC_00757	SAOUHSC_00757	YP_499316.1		0	1	0	38	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	19	0	5000	1	0	1227	0	0	0	0	0	0	19	0	5000
SAOUHSC_00758	SAOUHSC_00758	YP_499317.1		0	1	0	33	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	15	0	5000	1	0	495	0	0	0	0	0	0	18	0	5000
SAOUHSC_00759	SAOUHSC_00759	YP_499318.1		0	1	0	30	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	11	0	5000	1	0	762	0	0	0	0	0	0	19	0	5000
SAOUHSC_00760	SAOUHSC_00760	YP_499319.1		0	3	0	29	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	12	0	5000	3	0	1071	0	0	0	0	0	0	17	0	5000
SAOUHSC_00762	SAOUHSC_00762	YP_499320.1		0	6	0	24	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	11	0	5000	6	0	1056	0	0	0	0	0	0	13	0	5000
SAOUHSC_00763	SAOUHSC_00763	YP_499321.1		0	2	1	23	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	6	17	0	5000	3	0	642	0	0	0	0	0	0	6	0	5000
SAOUHSC_00764	SAOUHSC_00764	YP_499322.1		0	0	0	27	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	8	0	5000	0	0	0	0	0	0	0	0	0	19	0	5000
SAOUHSC_00765	SAOUHSC_00765	YP_499323.1		0	2	1	24	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	17	7	0	5000	3	0	939	0	0	0	0	0	0	17	0	5000
SAOUHSC_00766	SAOUHSC_00766	YP_499324.1		0	1	0	24	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	7	0	5000	1	0	675	0	0	0	0	0	0	17	0	5000
SAOUHSC_00767	SAOUHSC_00767	YP_499325.1		0	0	0	29	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	12	0	5000	0	0	0	0	0	0	0	0	0	17	0	5000
SAOUHSC_00770	SAOUHSC_00770	YP_499327.1		0	0	0	26	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	17	0	5000	0	0	0	0	0	0	0	0	0	9	0	5000
SAOUHSC_00771	SAOUHSC_00771	YP_499328.1		0	1	0	24	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	16	0	5000	1	0	876	0	0	0	0	0	0	8	0	5000
SAOUHSC_00772	SAOUHSC_00772	YP_499329.1		0	0	2	21	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	8	13	0	5000	2	0	108	0	0	0	0	0	0	8	0	5000
SAOUHSC_00773	SAOUHSC_00773	YP_499330.1		0	4	3	16	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	10	6	0	5000	7	0	840	0	0	0	0	0	0	10	0	5000
SAOUHSC_00774	SAOUHSC_00774	YP_499331.1		0	1	0	21	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	5	0	5000	1	0	651	0	0	0	0	0	0	16	0	5000
SAOUHSC_00775	SAOUHSC_00775	YP_499332.1		0	0	0	22	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	0	5000	0	0	0	0	0	0	0	0	0	17	0	5000
SAOUHSC_00776	SAOUHSC_00776	YP_499333.1		1	2	1	17	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	15	2	0	5000	4	0	1032	0	0	0	0	0	0	15	0	5000
SAOUHSC_00778	SAOUHSC_00778	YP_499334.1		1	0	0	20	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	3	0	5000	1	0	1017	0	0	0	0	0	0	17	0	5000
SAOUHSC_00779	SAOUHSC_00779	YP_499336.1		0	1	0	22	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	7	0	5000	1	0	975	0	0	0	0	0	0	15	0	5000
SAOUHSC_00781	SAOUHSC_00781	YP_499338.1		0	2	0	35	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	33	0	5000	2	0	933	0	0	0	0	0	0	2	0	5000
SAOUHSC_00782	SAOUHSC_00782	YP_499339.1		0	2	3	33	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	2	31	0	5000	5	0	840	0	0	0	0	0	0	2	0	5000
SAOUHSC_00783	SAOUHSC_00783	YP_499340.1		0	1	0	38	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	30	0	5000	1	0	486	0	0	0	0	0	0	8	0	5000
SAOUHSC_00784	SAOUHSC_00784	YP_499341.1		0	4	2	39	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	9	30	0	5000	6	0	1440	0	0	0	0	0	0	9	0	5000
SAOUHSC_00785	SAOUHSC_00785	YP_499342.1		0	5	0	42	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	15	27	0	5000	5	0	936	0	0	0	0	0	0	15	0	5000
SAOUHSC_00786	SAOUHSC_00786	YP_499343.1		1	2	2	51	0	28	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	23	28	0	5000	5	0	426	0	0	0	0	0	0	23	0	5000
SAOUHSC_00787	SAOUHSC_00787	YP_499344.2		0	4	0	55	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	33	22	0	5000	4	0	912	0	0	0	0	0	0	33	0	5000
SAOUHSC_00788	SAOUHSC_00788	YP_499345.1		0	1	0	61	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	30	0	5000	1	0	996	0	0	0	0	0	0	31	0	5000
